,0
2140,12.0
2141,36.0
2142,114.0
2143,135.0
2144,102.0
2145,97.0
2146,98.0
2147,88.0
2148,107.0
2149,185.0
2150,283.0
2151,323.0
2152,310.0
2153,264.0
2154,238.0
2155,282.0
2156,304.0
2157,275.0
2158,280.0
2159,270.0
2160,166.0
2161,53.0
2162,29.0
2163,23.0
2164,5.0
2165,73.0
2166,152.0
2167,109.0
2168,78.0
2169,119.0
2170,134.0
2171,150.0
2172,221.0
2173,295.0
2174,341.0
2175,360.0
2176,341.0
2177,313.0
2178,354.0
2179,389.0
2180,345.0
2181,377.0
2182,465.0
2183,395.0
2184,207.0
2185,75.0
2186,34.0
2187,21.0
2188,19.0
2189,73.0
2190,166.0
2191,211.0
2192,183.0
2193,151.0
2194,158.0
2195,173.0
2196,224.0
2197,327.0
2198,376.0
2199,351.0
2200,352.0
2201,371.0
2202,355.0
2203,333.0
2204,322.0
2205,321.0
2206,360.0
2207,374.0
2208,220.0
2209,44.0
2210,21.0
2211,47.0
2212,27.0
2213,74.0
2214,175.0
2215,181.0
2216,136.0
2217,175.0
2218,217.0
2219,188.0
2220,208.0
2221,278.0
2222,301.0
2223,334.0
2224,385.0
2225,364.0
2226,311.0
2227,322.0
2228,388.0
2229,414.0
2230,434.0
2231,439.0
2232,315.0
2233,115.0
2234,33.0
2235,33.0
2236,16.0
2237,39.0
2238,130.0
2239,176.0
2240,123.0
2241,96.0
2242,131.0
2243,139.0
2244,145.0
2245,211.0
2246,284.0
2247,303.0
2248,275.0
2249,280.0
2250,315.0
2251,321.0
2252,286.0
2253,284.0
2254,295.0
2255,258.0
2256,195.0
2257,180.0
2258,167.0
2259,81.0
2260,15.0
2261,46.0
2262,123.0
2263,160.0
2264,140.0
2265,143.0
2266,171.0
2267,179.0
2268,189.0
2269,244.0
2270,308.0
2271,330.0
2272,317.0
2273,329.0
2274,360.0
2275,339.0
2276,296.0
2277,291.0
2278,323.0
2279,311.0
2280,194.0
2281,81.0
2282,44.0
2283,30.0
2284,14.0
2285,52.0
2286,138.0
2287,173.0
2288,147.0
2289,157.0
2290,174.0
2291,142.0
2292,154.0
2293,248.0
2294,321.0
2295,330.0
2296,331.0
2297,334.0
2298,315.0
2299,278.0
2300,244.0
2301,247.0
2302,295.0
2303,288.0
2304,157.0
2305,37.0
2306,18.0
2307,24.0
2308,5.0
2309,39.0
2310,121.0
2311,131.0
2312,91.0
2313,105.0
2314,131.0
2315,135.0
2316,188.0
2317,261.0
2318,281.0
2319,300.0
2320,329.0
2321,279.0
2322,224.0
2323,255.0
2324,274.0
2325,239.0
2326,247.0
2327,249.0
2328,142.0
2329,34.0
2330,20.0
2331,16.0
2332,5.0
2333,60.0
2334,146.0
2335,137.0
2336,88.0
2337,97.0
2338,121.0
2339,144.0
2340,228.0
2341,323.0
2342,351.0
2343,372.0
2344,396.0
2345,369.0
2346,366.0
2347,399.0
2348,367.0
2349,347.0
2350,419.0
2351,409.0
2352,209.0
2353,44.0
2354,30.0
2355,19.0
2356,5.0
2357,64.0
2358,168.0
2359,185.0
2360,151.0
2361,136.0
2362,156.0
2363,185.0
2364,225.0
2365,287.0
2366,357.0
2367,387.0
2368,343.0
2369,297.0
2370,338.0
2371,381.0
2372,353.0
2373,335.0
2374,356.0
2375,343.0
2376,222.0
2377,83.0
2378,12.0
2379,5.0
2380,28.0
2381,69.0
2382,123.0
2383,158.0
2384,138.0
2385,115.0
2386,136.0
2387,160.0
2388,166.0
2389,203.0
2390,282.0
2391,333.0
2392,337.0
2393,334.0
2394,332.0
2395,321.0
2396,298.0
2397,302.0
2398,326.0
2399,298.0
2400,158.0
2401,29.0
2402,7.0
2403,15.0
2404,5.0
2405,41.0
2406,158.0
2407,177.0
2408,97.0
2409,78.0
2410,121.0
2411,136.0
2412,152.0
2413,205.0
2414,272.0
2415,306.0
2416,309.0
2417,323.0
2418,358.0
2419,320.0
2420,230.0
2421,248.0
2422,344.0
2423,310.0
2424,138.0
2425,35.0
2426,31.0
2427,22.0
2428,15.0
2429,63.0
2430,124.0
2431,152.0
2432,143.0
2433,123.0
2434,133.0
2435,159.0
2436,182.0
2437,210.0
2438,261.0
2439,303.0
2440,297.0
2441,293.0
2442,322.0
2443,298.0
2444,226.0
2445,235.0
2446,286.0
2447,270.0
2448,212.0
2449,138.0
2450,52.0
2451,5.0
2452,9.0
2453,41.0
2454,106.0
2455,176.0
2456,164.0
2457,94.0
2458,97.0
2459,165.0
2460,202.0
2461,207.0
2462,248.0
2463,321.0
2464,345.0
2465,309.0
2466,284.0
2467,274.0
2468,248.0
2469,242.0
2470,277.0
2471,263.0
2472,157.0
2473,53.0
2474,17.0
2475,16.0
2476,22.0
2477,53.0
2478,111.0
2479,147.0
2480,125.0
2481,80.0
2482,82.0
2483,128.0
2484,172.0
2485,201.0
2486,233.0
2487,270.0
2488,284.0
2489,270.0
2490,292.0
2491,323.0
2492,301.0
2493,256.0
2494,253.0
2495,251.0
2496,161.0
2497,45.0
2498,7.0
2499,9.0
2500,8.0
2501,55.0
2502,130.0
2503,143.0
2504,95.0
2505,80.0
2506,121.0
2507,169.0
2508,220.0
2509,288.0
2510,336.0
2511,370.0
2512,401.0
2513,414.0
2514,412.0
2515,389.0
2516,355.0
2517,345.0
2518,419.0
2519,486.0
2520,394.0
2521,178.0
2522,42.0
2523,26.0
2524,28.0
2525,71.0
2526,182.0
2527,229.0
2528,151.0
2529,98.0
2530,143.0
2531,172.0
2532,178.0
2533,256.0
2534,364.0
2535,409.0
2536,400.0
2537,388.0
2538,368.0
2539,349.0
2540,327.0
2541,300.0
2542,315.0
2543,326.0
2544,219.0
2545,67.0
2546,10.0
2547,12.0
2548,11.0
2549,61.0
2550,154.0
2551,171.0
2552,111.0
2553,79.0
2554,92.0
2555,123.0
2556,170.0
2557,206.0
2558,259.0
2559,331.0
2560,328.0
2561,268.0
2562,284.0
2563,344.0
2564,329.0
2565,288.0
2566,295.0
2567,259.0
2568,123.0
2569,23.0
2570,12.0
2571,12.0
2572,11.0
2573,56.0
2574,125.0
2575,151.0
2576,122.0
2577,87.0
2578,87.0
2579,99.0
2580,132.0
2581,211.0
2582,286.0
2583,309.0
2584,305.0
2585,329.0
2586,352.0
2587,324.0
2588,300.0
2589,311.0
2590,299.0
2591,255.0
2592,167.0
2593,58.0
2594,10.0
2595,11.0
2596,23.0
2597,80.0
2598,169.0
2599,186.0
2600,115.0
2601,84.0
2602,118.0
2603,131.0
2604,163.0
2605,245.0
2606,312.0
2607,333.0
2608,338.0
2609,340.0
2610,351.0
2611,331.0
2612,309.0
2613,310.0
2614,301.0
2615,258.0
2616,159.0
2617,48.0
2618,9.0
2619,14.0
2620,15.0
2621,58.0
2622,164.0
2623,226.0
2624,167.0
2625,101.0
2626,122.0
2627,169.0
2628,178.0
2629,164.0
2630,205.0
2631,333.0
2632,377.0
2633,280.0
2634,220.0
2635,248.0
2636,219.0
2637,156.0
2638,193.0
2639,245.0
2640,167.0
2641,54.0
2642,19.0
2643,18.0
2644,19.0
2645,62.0
2646,144.0
2647,170.0
2648,114.0
2649,81.0
2650,99.0
2651,114.0
2652,147.0
2653,220.0
2654,307.0
2655,349.0
2656,315.0
2657,270.0
2658,252.0
2659,257.0
2660,281.0
2661,282.0
2662,264.0
2663,228.0
2664,144.0
2665,65.0
2666,19.0
2667,5.0
2668,16.0
2669,57.0
2670,114.0
2671,143.0
2672,103.0
2673,79.0
2674,125.0
2675,175.0
2676,198.0
2677,236.0
2678,325.0
2679,385.0
2680,357.0
2681,343.0
2682,370.0
2683,362.0
2684,351.0
2685,391.0
2686,453.0
2687,409.0
2688,227.0
2689,76.0
2690,39.0
2691,29.0
2692,31.0
2693,99.0
2694,196.0
2695,202.0
2696,115.0
2697,83.0
2698,121.0
2699,165.0
2700,216.0
2701,261.0
2702,299.0
2703,360.0
2704,397.0
2705,391.0
2706,379.0
2707,383.0
2708,373.0
2709,340.0
2710,307.0
2711,256.0
2712,148.0
2713,61.0
2714,26.0
2715,7.0
2716,5.0
2717,57.0
2718,139.0
2719,152.0
2720,97.0
2721,87.0
2722,128.0
2723,147.0
2724,148.0
2725,201.0
2726,300.0
2727,351.0
2728,325.0
2729,293.0
2730,291.0
2731,306.0
2732,316.0
2733,329.0
2734,339.0
2735,275.0
2736,131.0
2737,22.0
2738,9.0
2739,21.0
2740,20.0
2741,50.0
2742,126.0
2743,149.0
2744,92.0
2745,65.0
2746,111.0
2747,164.0
2748,187.0
2749,212.0
2750,282.0
2751,339.0
2752,340.0
2753,313.0
2754,331.0
2755,363.0
2756,343.0
2757,300.0
2758,304.0
2759,320.0
2760,206.0
2761,45.0
2762,5.0
2763,20.0
2764,7.0
2765,50.0
2766,153.0
2767,169.0
2768,103.0
2769,96.0
2770,134.0
2771,147.0
2772,182.0
2773,268.0
2774,332.0
2775,365.0
2776,351.0
2777,305.0
2778,317.0
2779,363.0
2780,364.0
2781,336.0
2782,320.0
2783,298.0
2784,231.0
2785,116.0
2786,21.0
2787,5.0
2788,13.0
2789,51.0
2790,128.0
2791,180.0
2792,142.0
2793,119.0
2794,170.0
2795,177.0
2796,147.0
2797,221.0
2798,340.0
2799,370.0
2800,344.0
2801,333.0
2802,309.0
2803,290.0
2804,300.0
2805,270.0
2806,261.0
2807,309.0
2808,239.0
2809,66.0
2810,5.0
2811,19.0
2812,10.0
2813,42.0
2814,148.0
2815,178.0
2816,121.0
2817,120.0
2818,160.0
2819,159.0
2820,170.0
2821,231.0
2822,297.0
2823,361.0
2824,372.0
2825,305.0
2826,274.0
2827,314.0
2828,341.0
2829,326.0
2830,324.0
2831,308.0
2832,181.0
2833,54.0
2834,30.0
2835,22.0
2836,5.0
2837,64.0
2838,166.0
2839,166.0
2840,127.0
2841,139.0
2842,148.0
2843,152.0
2844,218.0
2845,303.0
2846,348.0
2847,410.0
2848,457.0
2849,412.0
2850,389.0
2851,434.0
2852,418.0
2853,371.0
2854,414.0
2855,404.0
2856,227.0
2857,65.0
2858,33.0
2859,18.0
2860,5.0
2861,89.0
2862,213.0
2863,223.0
2864,171.0
2865,157.0
2866,173.0
2867,200.0
2868,240.0
2869,310.0
2870,412.0
2871,469.0
2872,424.0
2873,359.0
2874,389.0
2875,414.0
2876,385.0
2877,373.0
2878,367.0
2879,280.0
2880,149.0
2881,66.0
2882,30.0
2883,5.0
2884,5.0
2885,51.0
2886,125.0
2887,166.0
2888,155.0
2889,142.0
2890,154.0
2891,169.0
2892,182.0
2893,205.0
2894,213.0
2895,225.0
2896,257.0
2897,297.0
2898,314.0
2899,280.0
2900,244.0
2901,261.0
2902,301.0
2903,285.0
2904,186.0
2905,77.0
2906,23.0
2907,10.0
2908,13.0
2909,63.0
2910,155.0
2911,190.0
2912,139.0
2913,122.0
2914,179.0
2915,208.0
2916,196.0
2917,207.0
2918,225.0
2919,211.0
2920,198.0
2921,237.0
2922,292.0
2923,297.0
2924,274.0
2925,288.0
2926,318.0
2927,304.0
2928,215.0
2929,116.0
2930,49.0
2931,18.0
2932,14.0
2933,55.0
2934,125.0
2935,167.0
2936,171.0
2937,162.0
2938,173.0
2939,187.0
2940,199.0
2941,250.0
2942,310.0
2943,349.0
2944,360.0
2945,342.0
2946,332.0
2947,350.0
2948,351.0
2949,341.0
2950,350.0
2951,355.0
2952,291.0
2953,145.0
2954,42.0
2955,13.0
2956,7.0
2957,52.0
2958,136.0
2959,169.0
2960,152.0
2961,153.0
2962,175.0
2963,182.0
2964,194.0
2965,243.0
2966,317.0
2967,368.0
2968,351.0
2969,292.0
2970,299.0
2971,359.0
2972,346.0
2973,301.0
2974,297.0
2975,272.0
2976,165.0
2977,64.0
2978,25.0
2979,9.0
2980,5.0
2981,29.0
2982,93.0
2983,133.0
2984,123.0
2985,107.0
2986,122.0
2987,144.0
2988,170.0
2989,240.0
2990,308.0
2991,326.0
2992,304.0
2993,284.0
2994,280.0
2995,299.0
2996,333.0
2997,336.0
2998,299.0
2999,253.0
3000,176.0
3001,52.0
3002,5.0
3003,5.0
3004,13.0
3005,61.0
3006,135.0
3007,147.0
3008,104.0
3009,93.0
3010,145.0
3011,187.0
3012,223.0
3013,293.0
3014,352.0
3015,379.0
3016,381.0
3017,381.0
3018,402.0
3019,419.0
3020,381.0
3021,350.0
3022,386.0
3023,435.0
3024,397.0
3025,220.0
3026,46.0
3027,5.0
3028,17.0
3029,61.0
3030,153.0
3031,230.0
3032,214.0
3033,153.0
3034,150.0
3035,187.0
3036,217.0
3037,247.0
3038,305.0
3039,383.0
3040,438.0
3041,432.0
3042,402.0
3043,399.0
3044,374.0
3045,355.0
3046,381.0
3047,351.0
3048,198.0
3049,43.0
3050,11.0
3051,25.0
3052,6.0
3053,34.0
3054,130.0
3055,182.0
3056,147.0
3057,123.0
3058,137.0
3059,147.0
3060,166.0
3061,217.0
3062,271.0
3063,315.0
3064,330.0
3065,302.0
3066,315.0
3067,372.0
3068,357.0
3069,294.0
3070,278.0
3071,262.0
3072,157.0
3073,50.0
3074,29.0
3075,17.0
3076,5.0
3077,62.0
3078,155.0
3079,156.0
3080,95.0
3081,74.0
3082,105.0
3083,139.0
3084,168.0
3085,217.0
3086,282.0
3087,349.0
3088,369.0
3089,330.0
3090,327.0
3091,356.0
3092,335.0
3093,281.0
3094,284.0
3095,320.0
3096,252.0
3097,104.0
3098,19.0
3099,5.0
3100,5.0
3101,59.0
3102,152.0
3103,174.0
3104,130.0
3105,123.0
3106,148.0
3107,147.0
3108,169.0
3109,254.0
3110,333.0
3111,373.0
3112,378.0
3113,340.0
3114,317.0
3115,329.0
3116,323.0
3117,307.0
3118,303.0
3119,288.0
3120,214.0
3121,112.0
3122,56.0
3123,22.0
3124,5.0
3125,45.0
3126,147.0
3127,199.0
3128,178.0
3129,147.0
3130,150.0
3131,168.0
3132,189.0
3133,238.0
3134,289.0
3135,320.0
3136,345.0
3137,338.0
3138,312.0
3139,289.0
3140,281.0
3141,312.0
3142,312.0
3143,248.0
3144,160.0
3145,86.0
3146,30.0
3147,5.0
3148,5.0
3149,35.0
3150,99.0
3151,153.0
3152,146.0
3153,106.0
3154,114.0
3155,148.0
3156,151.0
3157,195.0
3158,293.0
3159,351.0
3160,338.0
3161,295.0
3162,277.0
3163,299.0
3164,317.0
3165,301.0
3166,274.0
3167,266.0
3168,210.0
3169,76.0
3170,6.0
3171,13.0
3172,6.0
3173,38.0
3174,143.0
3175,196.0
3176,151.0
3177,109.0
3178,124.0
3179,168.0
3180,250.0
3181,342.0
3182,369.0
3183,375.0
3184,386.0
3185,354.0
3186,331.0
3187,388.0
3188,422.0
3189,426.0
3190,421.0
3191,385.0
3192,281.0
3193,124.0
3194,26.0
3195,5.0
3196,10.0
3197,64.0
3198,157.0
3199,228.0
3200,232.0
3201,172.0
3202,152.0
3203,195.0
3204,216.0
3205,246.0
3206,350.0
3207,444.0
3208,439.0
3209,392.0
3210,395.0
3211,397.0
3212,365.0
3213,394.0
3214,393.0
3215,288.0
3216,161.0
3217,83.0
3218,34.0
3219,10.0
3220,7.0
3221,56.0
3222,147.0
3223,211.0
3224,198.0
3225,142.0
3226,133.0
3227,175.0
3228,207.0
3229,250.0
3230,304.0
3231,332.0
3232,350.0
3233,317.0
3234,287.0
3235,300.0
3236,307.0
3237,311.0
3238,296.0
3239,229.0
3240,165.0
3241,92.0
3242,33.0
3243,5.0
3244,5.0
3245,54.0
3246,146.0
3247,181.0
3248,155.0
3249,125.0
3250,125.0
3251,156.0
3252,188.0
3253,221.0
3254,269.0
3255,335.0
3256,379.0
3257,336.0
3258,300.0
3259,338.0
3260,354.0
3261,324.0
3262,299.0
3263,293.0
3264,248.0
3265,136.0
3266,42.0
3267,16.0
3268,21.0
3269,49.0
3270,136.0
3271,213.0
3272,171.0
3273,113.0
3274,149.0
3275,177.0
3276,164.0
3277,237.0
3278,362.0
3279,401.0
3280,366.0
3281,328.0
3282,317.0
3283,339.0
3284,364.0
3285,344.0
3286,309.0
3287,307.0
3288,237.0
3289,81.0
3290,9.0
3291,27.0
3292,26.0
3293,49.0
3294,151.0
3295,217.0
3296,173.0
3297,136.0
3298,164.0
3299,188.0
3300,204.0
3301,279.0
3302,354.0
3303,357.0
3304,346.0
3305,340.0
3306,316.0
3307,290.0
3308,297.0
3309,310.0
3310,299.0
3311,251.0
3312,161.0
3313,54.0
3314,7.0
3315,11.0
3316,9.0
3317,42.0
3318,126.0
3319,158.0
3320,128.0
3321,121.0
3322,135.0
3323,125.0
3324,119.0
3325,201.0
3326,313.0
3327,347.0
3328,310.0
3329,297.0
3330,326.0
3331,334.0
3332,302.0
3333,311.0
3334,332.0
3335,286.0
3336,174.0
3337,61.0
3338,11.0
3339,8.0
3340,5.0
3341,30.0
3342,107.0
3343,165.0
3344,167.0
3345,141.0
3346,133.0
3347,138.0
3348,185.0
3349,291.0
3350,374.0
3351,425.0
3352,467.0
3353,433.0
3354,370.0
3355,376.0
3356,434.0
3357,468.0
3358,429.0
3359,321.0
3360,222.0
3361,144.0
3362,64.0
3363,8.0
3364,5.0
3365,71.0
3366,170.0
3367,187.0
3368,150.0
3369,137.0
3370,149.0
3371,163.0
3372,206.0
3373,296.0
3374,357.0
3375,382.0
3376,384.0
3377,346.0
3378,334.0
3379,382.0
3380,409.0
3381,392.0
3382,363.0
3383,288.0
3384,174.0
3385,74.0
3386,30.0
3387,12.0
3388,12.0
3389,63.0
3390,124.0
3391,150.0
3392,149.0
3393,129.0
3394,118.0
3395,132.0
3396,162.0
3397,213.0
3398,268.0
3399,311.0
3400,320.0
3401,289.0
3402,277.0
3403,327.0
3404,354.0
3405,334.0
3406,292.0
3407,247.0
3408,176.0
3409,74.0
3410,13.0
3411,5.0
3412,8.0
3413,51.0
3414,136.0
3415,169.0
3416,132.0
3417,90.0
3418,96.0
3419,124.0
3420,141.0
3421,186.0
3422,266.0
3423,310.0
3424,308.0
3425,301.0
3426,296.0
3427,281.0
3428,276.0
3429,312.0
3430,341.0
3431,298.0
3432,225.0
3433,156.0
3434,67.0
3435,5.0
3436,20.0
3437,90.0
3438,136.0
3439,135.0
3440,126.0
3441,110.0
3442,83.0
3443,91.0
3444,143.0
3445,211.0
3446,300.0
3447,374.0
3448,379.0
3449,321.0
3450,284.0
3451,312.0
3452,327.0
3453,279.0
3454,244.0
3455,280.0
3456,306.0
3457,226.0
3458,106.0
3459,42.0
3460,28.0
3461,66.0
3462,143.0
3463,166.0
3464,139.0
3465,145.0
3466,160.0
3467,152.0
3468,166.0
3469,227.0
3470,279.0
3471,310.0
3472,340.0
3473,321.0
3474,274.0
3475,285.0
3476,307.0
3477,292.0
3478,281.0
3479,255.0
3480,151.0
3481,52.0
3482,24.0
3483,21.0
3484,14.0
3485,61.0
3486,127.0
3487,126.0
3488,97.0
3489,86.0
3490,81.0
3491,97.0
3492,150.0
3493,218.0
3494,257.0
3495,271.0
3496,282.0
3497,279.0
3498,275.0
3499,280.0
3500,270.0
3501,273.0
3502,270.0
3503,209.0
3504,125.0
3505,55.0
3506,26.0
3507,15.0
3508,11.0
3509,44.0
3510,94.0
3511,104.0
3512,99.0
3513,102.0
3514,100.0
3515,100.0
3516,148.0
3517,243.0
3518,305.0
3519,316.0
3520,318.0
3521,279.0
3522,245.0
3523,279.0
3524,323.0
3525,331.0
3526,341.0
3527,329.0
3528,235.0
3529,100.0
3530,21.0
3531,9.0
3532,10.0
3533,56.0
3534,145.0
3535,165.0
3536,130.0
3537,132.0
3538,144.0
3539,139.0
3540,182.0
3541,290.0
3542,349.0
3543,349.0
3544,410.0
3545,447.0
3546,351.0
3547,326.0
3548,439.0
3549,438.0
3550,336.0
3551,348.0
3552,409.0
3553,311.0
3554,106.0
3555,18.0
3556,28.0
3557,64.0
3558,146.0
3559,198.0
3560,173.0
3561,158.0
3562,172.0
3563,187.0
3564,207.0
3565,256.0
3566,332.0
3567,385.0
3568,367.0
3569,308.0
3570,309.0
3571,388.0
3572,406.0
3573,355.0
3574,373.0
3575,398.0
3576,283.0
3577,91.0
3578,9.0
3579,11.0
3580,7.0
3581,51.0
3582,165.0
3583,194.0
3584,113.0
3585,88.0
3586,137.0
3587,145.0
3588,119.0
3589,171.0
3590,278.0
3591,329.0
3592,337.0
3593,322.0
3594,300.0
3595,324.0
3596,323.0
3597,242.0
3598,187.0
3599,244.0
3600,268.0
3601,172.0
3602,65.0
3603,22.0
3604,5.0
3605,41.0
3606,153.0
3607,184.0
3608,108.0
3609,85.0
3610,135.0
3611,165.0
3612,178.0
3613,216.0
3614,268.0
3615,305.0
3616,336.0
3617,344.0
3618,322.0
3619,329.0
3620,337.0
3621,303.0
3622,279.0
3623,264.0
3624,188.0
3625,86.0
3626,31.0
3627,14.0
3628,5.0
3629,44.0
3630,127.0
3631,177.0
3632,167.0
3633,142.0
3634,132.0
3635,149.0
3636,182.0
3637,236.0
3638,301.0
3639,356.0
3640,353.0
3641,288.0
3642,266.0
3643,313.0
3644,346.0
3645,314.0
3646,262.0
3647,245.0
3648,203.0
3649,95.0
3650,15.0
3651,5.0
3652,11.0
3653,52.0
3654,105.0
3655,123.0
3656,110.0
3657,91.0
3658,104.0
3659,158.0
3660,198.0
3661,221.0
3662,277.0
3663,357.0
3664,342.0
3665,290.0
3666,333.0
3667,361.0
3668,311.0
3669,306.0
3670,348.0
3671,318.0
3672,189.0
3673,64.0
3674,15.0
3675,5.0
3676,14.0
3677,82.0
3678,140.0
3679,135.0
3680,114.0
3681,119.0
3682,141.0
3683,165.0
3684,227.0
3685,324.0
3686,370.0
3687,395.0
3688,400.0
3689,367.0
3690,379.0
3691,425.0
3692,444.0
3693,493.0
3694,520.0
3695,441.0
3696,264.0
3697,105.0
3698,39.0
3699,13.0
3700,9.0
3701,79.0
3702,171.0
3703,200.0
3704,195.0
3705,206.0
3706,224.0
3707,214.0
3708,210.0
3709,271.0
3710,362.0
3711,415.0
3712,413.0
3713,377.0
3714,369.0
3715,386.0
3716,355.0
3717,327.0
3718,371.0
3719,374.0
3720,243.0
3721,76.0
3722,13.0
3723,8.0
3724,5.0
3725,61.0
3726,177.0
3727,208.0
3728,167.0
3729,141.0
3730,136.0
3731,148.0
3732,205.0
3733,275.0
3734,309.0
3735,348.0
3736,358.0
3737,302.0
3738,310.0
3739,374.0
3740,337.0
3741,263.0
3742,258.0
3743,248.0
3744,170.0
3745,82.0
3746,43.0
3747,13.0
3748,6.0
3749,62.0
3750,120.0
3751,151.0
3752,172.0
3753,134.0
3754,95.0
3755,123.0
3756,164.0
3757,192.0
3758,252.0
3759,329.0
3760,338.0
3761,294.0
3762,289.0
3763,277.0
3764,227.0
3765,239.0
3766,308.0
3767,305.0
3768,245.0
3769,159.0
3770,42.0
3771,5.0
3772,12.0
3773,69.0
3774,127.0
3775,161.0
3776,144.0
3777,115.0
3778,120.0
3779,130.0
3780,147.0
3781,218.0
3782,311.0
3783,332.0
3784,329.0
3785,347.0
3786,314.0
3787,275.0
3788,272.0
3789,262.0
3790,279.0
3791,317.0
3792,274.0
3793,134.0
3794,29.0
3795,9.0
3796,22.0
3797,67.0
3798,136.0
3799,160.0
3800,128.0
3801,128.0
3802,170.0
3803,183.0
3804,163.0
3805,187.0
3806,268.0
3807,335.0
3808,319.0
3809,283.0
3810,303.0
3811,311.0
3812,262.0
3813,265.0
3814,306.0
3815,268.0
3816,143.0
3817,48.0
3818,34.0
3819,27.0
3820,15.0
3821,55.0
3822,116.0
3823,134.0
3824,109.0
3825,96.0
3826,136.0
3827,169.0
3828,164.0
3829,195.0
3830,277.0
3831,337.0
3832,318.0
3833,275.0
3834,296.0
3835,310.0
3836,254.0
3837,265.0
3838,341.0
3839,317.0
3840,163.0
3841,45.0
3842,33.0
3843,14.0
3844,5.0
3845,62.0
3846,138.0
3847,136.0
3848,117.0
3849,117.0
3850,120.0
3851,148.0
3852,220.0
3853,305.0
3854,396.0
3855,465.0
3856,437.0
3857,354.0
3858,372.0
3859,426.0
3860,415.0
3861,422.0
3862,476.0
3863,429.0
3864,240.0
3865,80.0
3866,33.0
3867,23.0
3868,20.0
3869,85.0
3870,184.0
3871,207.0
3872,165.0
3873,153.0
3874,159.0
3875,156.0
3876,178.0
3877,221.0
3878,290.0
3879,393.0
3880,429.0
3881,368.0
3882,332.0
3883,372.0
3884,349.0
3885,293.0
3886,344.0
3887,382.0
3888,235.0
3889,56.0
3890,9.0
3891,15.0
3892,5.0
3893,53.0
3894,163.0
3895,177.0
3896,114.0
3897,114.0
3898,143.0
3899,118.0
3900,102.0
3901,178.0
3902,283.0
3903,329.0
3904,317.0
3905,284.0
3906,277.0
3907,292.0
3908,279.0
3909,248.0
3910,248.0
3911,217.0
3912,130.0
3913,57.0
3914,35.0
3915,18.0
3916,5.0
3917,45.0
3918,110.0
3919,129.0
3920,110.0
3921,88.0
3922,96.0
3923,126.0
3924,143.0
3925,169.0
3926,234.0
3927,308.0
3928,326.0
3929,296.0
3930,286.0
3931,284.0
3932,244.0
3933,243.0
3934,268.0
3935,235.0
3936,155.0
3937,75.0
3938,32.0
3939,13.0
3940,12.0
3941,61.0
3942,127.0
3943,124.0
3944,81.0
3945,68.0
3946,99.0
3947,130.0
3948,164.0
3949,215.0
3950,261.0
3951,292.0
3952,339.0
3953,344.0
3954,302.0
3955,278.0
3956,249.0
3957,206.0
3958,202.0
3959,208.0
3960,150.0
3961,66.0
3962,37.0
3963,39.0
3964,30.0
3965,62.0
3966,137.0
3967,167.0
3968,130.0
3969,114.0
3970,146.0
3971,153.0
3972,147.0
3973,201.0
3974,264.0
3975,301.0
3976,336.0
3977,350.0
3978,298.0
3979,230.0
3980,200.0
3981,201.0
3982,231.0
3983,288.0
3984,290.0
3985,206.0
3986,120.0
3987,57.0
3988,26.0
3989,58.0
3990,106.0
3991,114.0
3992,103.0
3993,97.0
3994,122.0
3995,148.0
3996,142.0
3997,154.0
3998,216.0
3999,285.0
4000,312.0
4001,313.0
4002,313.0
4003,288.0
4004,293.0
4005,348.0
4006,343.0
4007,265.0
4008,180.0
4009,79.0
4010,18.0
4011,19.0
4012,26.0
4013,53.0
4014,111.0
4015,149.0
4016,133.0
4017,115.0
4018,149.0
4019,167.0
4020,166.0
4021,247.0
4022,338.0
4023,368.0
4024,361.0
4025,333.0
4026,362.0
4027,409.0
4028,400.0
4029,420.0
4030,459.0
4031,417.0
4032,292.0
4033,141.0
4034,59.0
4035,31.0
4036,20.0
4037,71.0
4038,156.0
4039,184.0
4040,163.0
4041,137.0
4042,135.0
4043,149.0
4044,173.0
4045,239.0
4046,285.0
4047,315.0
4048,378.0
4049,396.0
4050,350.0
4051,305.0
4052,267.0
4053,272.0
4054,311.0
4055,277.0
4056,161.0
4057,86.0
4058,60.0
4059,26.0
4060,15.0
4061,81.0
4062,135.0
4063,119.0
4064,111.0
4065,111.0
4066,108.0
4067,120.0
4068,146.0
4069,180.0
4070,229.0
4071,299.0
4072,312.0
4073,271.0
4074,264.0
4075,256.0
4076,234.0
4077,253.0
4078,287.0
4079,242.0
4080,155.0
4081,82.0
4082,41.0
4083,10.0
4084,12.0
4085,75.0
4086,126.0
4087,125.0
4088,104.0
4089,93.0
4090,111.0
4091,148.0
4092,187.0
4093,234.0
4094,299.0
4095,367.0
4096,363.0
4097,290.0
4098,290.0
4099,327.0
4100,272.0
4101,241.0
4102,305.0
4103,317.0
4104,191.0
4105,48.0
4106,6.0
4107,13.0
4108,22.0
4109,83.0
4110,153.0
4111,143.0
4112,89.0
4113,80.0
4114,122.0
4115,154.0
4116,179.0
4117,237.0
4118,275.0
4119,291.0
4120,333.0
4121,355.0
4122,353.0
4123,349.0
4124,294.0
4125,235.0
4126,253.0
4127,264.0
4128,187.0
4129,78.0
4130,20.0
4131,6.0
4132,24.0
4133,82.0
4134,136.0
4135,150.0
4136,136.0
4137,102.0
4138,109.0
