,0
877,206.0
878,229.0
879,242.0
880,251.0
881,208.0
882,186.0
883,232.0
884,271.0
885,243.0
886,199.0
887,169.0
888,92.0
889,9.0
890,5.0
891,12.0
892,15.0
893,60.0
894,104.0
895,86.0
896,65.0
897,85.0
898,90.0
899,80.0
900,117.0
901,175.0
902,189.0
903,228.0
904,271.0
905,260.0
906,241.0
907,225.0
908,204.0
909,235.0
910,263.0
911,195.0
912,76.0
913,20.0
914,13.0
915,5.0
916,12.0
917,82.0
918,117.0
919,94.0
920,88.0
921,101.0
922,88.0
923,74.0
924,113.0
925,185.0
926,235.0
927,266.0
928,294.0
929,288.0
930,270.0
931,306.0
932,327.0
933,271.0
934,212.0
935,197.0
936,141.0
937,30.0
938,5.0
939,16.0
940,21.0
941,49.0
942,125.0
943,150.0
944,107.0
945,101.0
946,119.0
947,109.0
948,132.0
949,196.0
950,235.0
951,273.0
952,330.0
953,298.0
954,245.0
955,273.0
956,294.0
957,249.0
958,222.0
959,195.0
960,106.0
961,13.0
962,5.0
963,10.0
964,6.0
965,48.0
966,91.0
967,85.0
968,80.0
969,73.0
970,58.0
971,77.0
972,132.0
973,190.0
974,229.0
975,266.0
976,268.0
977,241.0
978,280.0
979,331.0
980,289.0
981,251.0
982,261.0
983,211.0
984,88.0
985,14.0
986,15.0
987,5.0
988,7.0
989,69.0
990,97.0
991,86.0
992,104.0
993,117.0
994,103.0
995,102.0
996,144.0
997,199.0
998,251.0
999,331.0
1000,361.0
1001,302.0
1002,300.0
1003,340.0
1004,347.0
1005,345.0
1006,368.0
1007,344.0
1008,186.0
1009,32.0
1010,5.0
1011,5.0
1012,12.0
1013,91.0
1014,166.0
1015,146.0
1016,99.0
1017,107.0
1018,120.0
1019,109.0
1020,142.0
1021,208.0
1022,264.0
1023,331.0
1024,348.0
1025,288.0
1026,273.0
1027,328.0
1028,336.0
1029,274.0
1030,226.0
1031,204.0
1032,131.0
1033,46.0
1034,22.0
1035,21.0
1036,18.0
1037,50.0
1038,99.0
1039,105.0
1040,93.0
1041,105.0
1042,95.0
1043,49.0
1044,57.0
1045,138.0
1046,219.0
1047,264.0
1048,267.0
1049,204.0
1050,149.0
1051,178.0
1052,214.0
1053,201.0
1054,207.0
1055,226.0
1056,172.0
1057,70.0
1058,29.0
1059,26.0
1060,30.0
1061,78.0
1062,120.0
1063,99.0
1064,79.0
1065,98.0
1066,91.0
1067,69.0
1068,118.0
1069,184.0
1070,183.0
1071,214.0
1072,290.0
1073,272.0
1074,224.0
1075,259.0
1076,281.0
1077,219.0
1078,177.0
1079,162.0
1080,85.0
1081,5.0
1082,5.0
1083,8.0
1084,8.0
1085,74.0
1086,129.0
1087,105.0
1088,79.0
1089,99.0
1090,116.0
1091,123.0
1092,141.0
1093,167.0
1094,211.0
1095,275.0
1096,283.0
1097,226.0
1098,229.0
1099,267.0
1100,238.0
1101,190.0
1102,210.0
1103,228.0
1104,155.0
1105,52.0
1106,21.0
1107,9.0
1108,15.0
1109,86.0
1110,136.0
1111,129.0
1112,127.0
1113,124.0
1114,113.0
1115,123.0
1116,161.0
1117,205.0
1118,243.0
1119,293.0
1120,302.0
1121,272.0
1122,283.0
1123,278.0
1124,227.0
1125,232.0
1126,235.0
1127,182.0
1128,105.0
1129,33.0
1130,7.0
1131,10.0
1132,5.0
1133,32.0
1134,103.0
1135,148.0
1136,119.0
1137,85.0
1138,93.0
1139,97.0
1140,102.0
1141,171.0
1142,260.0
1143,278.0
1144,250.0
1145,213.0
1146,218.0
1147,249.0
1148,235.0
1149,216.0
1150,227.0
1151,207.0
1152,138.0
1153,67.0
1154,28.0
1155,5.0
1156,5.0
1157,66.0
1158,112.0
1159,84.0
1160,76.0
1161,113.0
1162,115.0
1163,121.0
1164,155.0
1165,170.0
1166,203.0
1167,303.0
1168,340.0
1169,271.0
1170,258.0
1171,317.0
1172,287.0
1173,233.0
1174,303.0
1175,350.0
1176,207.0
1177,61.0
1178,36.0
1179,32.0
1180,13.0
1181,64.0
1182,153.0
1183,169.0
1184,132.0
1185,125.0
1186,129.0
1187,131.0
1188,186.0
1189,282.0
1190,363.0
1191,386.0
1192,352.0
1193,314.0
1194,343.0
1195,361.0
1196,335.0
1197,375.0
1198,451.0
1199,376.0
1200,192.0
1201,68.0
1202,28.0
1203,8.0
1204,28.0
1205,107.0
1206,170.0
1207,172.0
1208,177.0
1209,188.0
1210,171.0
1211,149.0
1212,174.0
1213,227.0
1214,234.0
1215,236.0
1216,310.0
1217,335.0
1218,262.0
1219,246.0
1220,300.0
1221,322.0
1222,301.0
1223,250.0
1224,142.0
1225,32.0
1226,11.0
1227,18.0
1228,17.0
1229,75.0
1230,143.0
1231,121.0
1232,81.0
1233,98.0
1234,108.0
1235,94.0
1236,122.0
1237,172.0
1238,225.0
1239,275.0
1240,281.0
1241,249.0
1242,241.0
1243,264.0
1244,256.0
1245,241.0
1246,245.0
1247,210.0
1248,106.0
1249,30.0
1250,21.0
1251,15.0
1252,5.0
1253,45.0
1254,145.0
1255,163.0
1256,116.0
1257,131.0
1258,171.0
1259,165.0
1260,178.0
1261,232.0
1262,276.0
1263,300.0
1264,316.0
1265,276.0
1266,239.0
1267,281.0
1268,302.0
1269,259.0
1270,262.0
1271,274.0
1272,171.0
1273,37.0
1274,9.0
1275,23.0
1276,11.0
1277,46.0
1278,131.0
1279,153.0
1280,120.0
1281,119.0
1282,128.0
1283,114.0
1284,128.0
1285,194.0
1286,266.0
1287,292.0
1288,288.0
1289,277.0
1290,270.0
1291,262.0
1292,246.0
1293,251.0
1294,282.0
1295,256.0
1296,144.0
1297,37.0
1298,8.0
1299,15.0
1300,16.0
1301,56.0
1302,130.0
1303,150.0
1304,117.0
1305,114.0
1306,118.0
1307,95.0
1308,100.0
1309,167.0
1310,256.0
1311,317.0
1312,329.0
1313,276.0
1314,242.0
1315,275.0
1316,273.0
1317,244.0
1318,269.0
1319,257.0
1320,133.0
1321,23.0
1322,20.0
1323,21.0
1324,14.0
1325,95.0
1326,169.0
1327,127.0
1328,107.0
1329,156.0
1330,154.0
1331,122.0
1332,179.0
1333,274.0
1334,318.0
1335,348.0
1336,347.0
1337,296.0
1338,319.0
1339,397.0
1340,367.0
1341,346.0
1342,414.0
1343,378.0
1344,189.0
1345,51.0
1346,28.0
1347,12.0
1348,20.0
1349,132.0
1350,232.0
1351,217.0
1352,170.0
1353,154.0
1354,150.0
1355,154.0
1356,179.0
1357,231.0
1358,333.0
1359,425.0
1360,413.0
1361,319.0
1362,282.0
1363,306.0
1364,314.0
1365,359.0
1366,413.0
1367,346.0
1368,180.0
1369,54.0
1370,17.0
1371,7.0
1372,13.0
1373,87.0
1374,190.0
1375,199.0
1376,139.0
1377,101.0
1378,95.0
1379,104.0
1380,177.0
1381,283.0
1382,316.0
1383,314.0
1384,327.0
1385,276.0
1386,209.0
1387,236.0
1388,283.0
1389,287.0
1390,304.0
1391,323.0
1392,210.0
1393,45.0
1394,5.0
1395,24.0
1396,32.0
1397,64.0
1398,121.0
1399,152.0
1400,133.0
1401,94.0
1402,101.0
1403,131.0
1404,153.0
1405,190.0
1406,248.0
1407,290.0
1408,304.0
1409,297.0
1410,301.0
1411,286.0
1412,256.0
1413,271.0
1414,315.0
1415,299.0
1416,182.0
1417,57.0
1418,16.0
1419,5.0
1420,11.0
1421,95.0
1422,153.0
1423,122.0
1424,96.0
1425,128.0
1426,147.0
1427,143.0
1428,186.0
1429,233.0
1430,228.0
1431,285.0
1432,368.0
1433,345.0
1434,306.0
1435,310.0
1436,298.0
1437,285.0
1438,301.0
1439,301.0
1440,186.0
1441,60.0
1442,31.0
1443,8.0
1444,5.0
1445,100.0
1446,192.0
1447,179.0
1448,146.0
1449,136.0
1450,128.0
1451,117.0
1452,143.0
1453,187.0
1454,236.0
1455,321.0
1456,355.0
1457,294.0
1458,268.0
1459,262.0
1460,259.0
1461,288.0
1462,286.0
1463,210.0
1464,121.0
1465,75.0
1466,45.0
1467,8.0
1468,5.0
1469,48.0
1470,109.0
1471,144.0
1472,142.0
1473,124.0
1474,110.0
1475,118.0
1476,147.0
1477,184.0
1478,225.0
1479,300.0
1480,325.0
1481,262.0
1482,243.0
1483,289.0
1484,271.0
1485,209.0
1486,232.0
1487,277.0
1488,209.0
1489,91.0
1490,44.0
1491,26.0
1492,6.0
1493,51.0
1494,112.0
1495,123.0
1496,126.0
1497,131.0
1498,107.0
1499,107.0
1500,203.0
1501,310.0
1502,340.0
1503,352.0
1504,354.0
1505,312.0
1506,331.0
1507,404.0
1508,395.0
1509,350.0
1510,310.0
1511,280.0
1512,224.0
1513,153.0
1514,99.0
1515,19.0
1516,5.0
1517,86.0
1518,211.0
1519,208.0
1520,142.0
1521,120.0
1522,130.0
1523,147.0
1524,211.0
1525,274.0
1526,280.0
1527,316.0
1528,355.0
1529,318.0
1530,311.0
1531,328.0
1532,305.0
1533,281.0
1534,314.0
1535,325.0
1536,203.0
1537,63.0
1538,23.0
1539,7.0
1540,5.0
1541,64.0
1542,159.0
1543,177.0
1544,133.0
1545,100.0
1546,111.0
1547,138.0
1548,158.0
1549,178.0
1550,205.0
1551,271.0
1552,299.0
1553,241.0
1554,228.0
1555,272.0
1556,268.0
1557,226.0
1558,208.0
1559,219.0
1560,185.0
1561,81.0
1562,27.0
1563,23.0
1564,15.0
1565,45.0
1566,117.0
1567,139.0
1568,98.0
1569,70.0
1570,81.0
1571,85.0
1572,118.0
1573,202.0
1574,256.0
1575,263.0
1576,276.0
1577,266.0
1578,241.0
1579,260.0
1580,259.0
1581,250.0
1582,289.0
1583,331.0
1584,233.0
1585,58.0
1586,5.0
1587,16.0
1588,16.0
1589,65.0
1590,137.0
1591,140.0
1592,102.0
1593,100.0
1594,119.0
1595,131.0
1596,152.0
1597,179.0
1598,232.0
1599,304.0
1600,322.0
1601,272.0
1602,266.0
1603,276.0
1604,257.0
1605,269.0
1606,297.0
1607,260.0
1608,167.0
1609,76.0
1610,27.0
1611,5.0
1612,7.0
1613,77.0
1614,151.0
1615,159.0
1616,134.0
1617,126.0
1618,115.0
1619,102.0
1620,137.0
1621,202.0
1622,229.0
1623,266.0
1624,314.0
1625,276.0
1626,245.0
1627,289.0
1628,297.0
1629,254.0
1630,259.0
1631,261.0
1632,151.0
1633,30.0
1634,17.0
1635,23.0
1636,5.0
1637,40.0
1638,130.0
1639,154.0
1640,129.0
1641,111.0
1642,113.0
1643,113.0
1644,132.0
1645,203.0
1646,250.0
1647,242.0
1648,259.0
1649,285.0
1650,267.0
1651,237.0
1652,216.0
1653,211.0
1654,234.0
1655,269.0
1656,268.0
1657,179.0
1658,80.0
1659,78.0
1660,68.0
1661,40.0
1662,72.0
1663,140.0
1664,166.0
1665,151.0
1666,148.0
1667,165.0
1668,170.0
1669,212.0
1670,325.0
1671,376.0
1672,337.0
1673,345.0
1674,408.0
1675,401.0
1676,361.0
1677,446.0
1678,530.0
1679,390.0
1680,198.0
1681,146.0
1682,127.0
1683,53.0
1684,18.0
1685,80.0
1686,171.0
1687,207.0
1688,193.0
1689,155.0
1690,137.0
1691,142.0
1692,144.0
1693,206.0
1694,331.0
1695,407.0
1696,426.0
1697,397.0
1698,342.0
1699,320.0
1700,317.0
1701,330.0
1702,363.0
1703,379.0
1704,275.0
1705,105.0
1706,20.0
1707,13.0
1708,6.0
1709,58.0
1710,162.0
1711,167.0
1712,109.0
1713,107.0
1714,124.0
1715,117.0
1716,132.0
1717,189.0
1718,259.0
1719,313.0
1720,353.0
1721,334.0
1722,274.0
1723,256.0
1724,283.0
1725,280.0
1726,259.0
1727,234.0
1728,157.0
1729,50.0
1730,5.0
1731,11.0
1732,21.0
1733,63.0
1734,134.0
1735,145.0
1736,101.0
1737,84.0
1738,101.0
1739,125.0
1740,155.0
1741,203.0
1742,284.0
1743,334.0
1744,329.0
1745,318.0
1746,315.0
1747,301.0
1748,268.0
1749,277.0
1750,296.0
1751,242.0
1752,143.0
1753,52.0
1754,10.0
1755,13.0
1756,10.0
1757,35.0
1758,122.0
1759,165.0
1760,130.0
1761,101.0
1762,98.0
1763,111.0
1764,162.0
1765,249.0
1766,314.0
1767,321.0
1768,328.0
1769,317.0
1770,291.0
1771,309.0
1772,302.0
1773,258.0
1774,280.0
1775,306.0
1776,206.0
1777,74.0
1778,24.0
1779,21.0
1780,5.0
1781,22.0
1782,127.0
1783,202.0
1784,178.0
1785,129.0
1786,118.0
1787,124.0
1788,140.0
1789,196.0
1790,296.0
1791,370.0
1792,354.0
1793,304.0
1794,278.0
1795,274.0
1796,280.0
1797,304.0
1798,351.0
1799,332.0
1800,203.0
1801,80.0
1802,35.0
1803,19.0
1804,5.0
1805,36.0
1806,117.0
1807,141.0
1808,117.0
1809,115.0
1810,122.0
1811,111.0
1812,121.0
1813,193.0
1814,309.0
1815,363.0
1816,307.0
1817,235.0
1818,236.0
1819,282.0
1820,269.0
1821,250.0
1822,321.0
1823,334.0
1824,190.0
1825,50.0
1826,12.0
1827,14.0
1828,15.0
1829,57.0
1830,122.0
1831,134.0
1832,133.0
1833,150.0
1834,140.0
1835,138.0
1836,188.0
1837,254.0
1838,351.0
1839,412.0
1840,384.0
1841,342.0
1842,344.0
1843,383.0
1844,385.0
1845,404.0
1846,511.0
1847,494.0
1848,259.0
1849,57.0
1850,26.0
1851,31.0
1852,5.0
1853,65.0
1854,221.0
1855,230.0
1856,143.0
1857,142.0
1858,159.0
1859,134.0
1860,144.0
1861,228.0
1862,345.0
1863,417.0
1864,414.0
1865,360.0
1866,330.0
1867,354.0
1868,358.0
1869,381.0
1870,427.0
1871,369.0
1872,216.0
1873,109.0
1874,65.0
1875,37.0
1876,7.0
1877,45.0
1878,165.0
1879,216.0
1880,154.0
1881,109.0
1882,130.0
1883,133.0
1884,133.0
1885,193.0
1886,291.0
1887,340.0
1888,341.0
1889,305.0
1890,236.0
1891,238.0
1892,303.0
1893,300.0
1894,279.0
1895,291.0
1896,221.0
1897,85.0
1898,22.0
1899,21.0
1900,6.0
1901,38.0
1902,143.0
1903,174.0
1904,100.0
1905,76.0
1906,112.0
1907,97.0
1908,95.0
1909,169.0
1910,249.0
1911,283.0
1912,313.0
1913,341.0
1914,310.0
1915,278.0
1916,291.0
1917,315.0
1918,319.0
1919,308.0
1920,212.0
1921,67.0
1922,5.0
1923,7.0
1924,15.0
1925,44.0
1926,103.0
1927,146.0
1928,146.0
1929,129.0
1930,114.0
1931,118.0
1932,140.0
1933,187.0
1934,288.0
1935,373.0
1936,362.0
1937,307.0
1938,308.0
1939,330.0
1940,327.0
1941,351.0
1942,388.0
1943,328.0
1944,194.0
1945,84.0
1946,38.0
1947,11.0
1948,5.0
1949,64.0
1950,160.0
1951,181.0
1952,154.0
1953,124.0
1954,100.0
1955,99.0
1956,141.0
1957,212.0
1958,287.0
1959,324.0
1960,309.0
1961,305.0
1962,314.0
1963,289.0
1964,253.0
1965,295.0
1966,363.0
1967,322.0
1968,190.0
1969,104.0
1970,59.0
1971,14.0
1972,5.0
1973,44.0
1974,105.0
1975,138.0
1976,129.0
1977,105.0
1978,101.0
1979,117.0
1980,125.0
1981,147.0
1982,229.0
1983,292.0
1984,269.0
1985,277.0
1986,328.0
1987,311.0
1988,290.0
1989,323.0
1990,356.0
1991,358.0
1992,332.0
1993,241.0
1994,116.0
1995,49.0
1996,45.0
1997,63.0
1998,115.0
1999,148.0
2000,124.0
2001,114.0
2002,133.0
2003,133.0
2004,156.0
2005,204.0
2006,270.0
2007,355.0
2008,394.0
2009,381.0
2010,385.0
2011,397.0
2012,372.0
2013,389.0
2014,509.0
2015,523.0
2016,307.0
2017,144.0
2018,117.0
2019,86.0
2020,27.0
2021,55.0
2022,175.0
2023,225.0
2024,175.0
2025,162.0
2026,165.0
2027,114.0
2028,108.0
2029,228.0
2030,353.0
2031,350.0
2032,330.0
2033,368.0
2034,373.0
2035,333.0
2036,323.0
2037,335.0
2038,371.0
2039,381.0
2040,281.0
2041,131.0
2042,59.0
2043,39.0
2044,7.0
2045,41.0
2046,146.0
2047,167.0
2048,115.0
2049,109.0
2050,122.0
2051,100.0
2052,112.0
2053,182.0
2054,272.0
2055,351.0
2056,374.0
2057,308.0
2058,258.0
2059,318.0
2060,352.0
2061,302.0
2062,293.0
2063,304.0
2064,202.0
2065,49.0
2066,7.0
2067,29.0
2068,18.0
2069,50.0
2070,142.0
2071,164.0
2072,98.0
2073,69.0
2074,90.0
2075,91.0
2076,105.0
2077,201.0
2078,295.0
2079,322.0
2080,330.0
2081,322.0
2082,272.0
2083,271.0
2084,309.0
2085,308.0
2086,308.0
2087,323.0
2088,245.0
2089,79.0
2090,5.0
2091,13.0
2092,17.0
2093,55.0
2094,149.0
2095,190.0
2096,139.0
2097,101.0
2098,112.0
2099,125.0
2100,143.0
2101,208.0
2102,303.0
2103,365.0
2104,382.0
2105,383.0
2106,341.0
2107,291.0
2108,313.0
2109,355.0
2110,305.0
2111,247.0
2112,244.0
2113,194.0
2114,79.0
2115,15.0
2116,13.0
2117,39.0
2118,136.0
2119,227.0
2120,182.0
2121,98.0
2122,113.0
2123,143.0
2124,121.0
2125,164.0
2126,310.0
2127,381.0
2128,343.0
2129,315.0
2130,325.0
2131,319.0
2132,296.0
2133,298.0
2134,342.0
2135,321.0
2136,187.0
2137,59.0
2138,26.0
2139,28.0
